position,so_far,food_category,generated_note_name_291,generated_note_name_292,generated_note_name_293,generated_note_name_294,generated_note_name_295,generated_note_name_296,generated_note_name_297,generated_note_name_298,generated_note_name_299,generated_note_name_300,generated_note_name_301,generated_note_name_302,generated_note_name_303,generated_note_name_304,generated_note_name_305,generated_note_name_306,generated_note_name_307,generated_note_name_308,generated_note_name_309,generated_note_name_310,generated_note_name_311,generated_note_name_312,child_children_upto_59_months_yesterday,child_children_up_to_7_days,mother_to_the_child_children_yesterday,mother_to_child_children_upto_7_days,PARENT_KEY,KEY
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings ,Eggs,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings ,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seaso,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasoning,Pulses,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_s,Nuts_and_seeds,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_se,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_se,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_an,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasoning,Sweets,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condi,Condiments_and_seasonings,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings ,Eggs,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Cond,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Con,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverage,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverage,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seas,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_an,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_season,Eggs,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_season,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seas,Pulses,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_,Nuts_and_seeds,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_a,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_a,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condimen,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seas,Sweets,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages ,Sugar_sweetened_beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Dark_green_leafy_vegetables Vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages ,Condiments_and_seasonings,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:a3156cfd-3482-427d-8675-38e95e19b401,uuid:a3156cfd-3482-427d-8675-38e95e19b401/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Sav,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Sa,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Sa,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverag,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fr,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fried_,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fried_,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverag,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fr,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fr,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fried_sn,Eggs,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fried_sn,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_and_fried_,Pulses,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Fruits Dark_green_leafy_vegetables Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Condiments_and_seasonings Beverages Savoury_an,Nuts_and_seeds,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101,uuid:8531982f-ccc1-49ba-8d1b-fe1491511101/sclamp/DIEATRY_DIVERSITY_SCORE[16]
