strategies_was_used_to_control_Stem-borer_Feb_March_2020,specify_the_pesticide_stem_borer,perception_on_the_effectiveness_in_controlling_Stem-borer_Feb_March_2020,PARENT_KEY,KEY
Ash_pepper,,Medium,uuid:97353fa9-ebc4-43a4-8b23-ce8d1f79d791/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:97353fa9-ebc4-43a4-8b23-ce8d1f79d791/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Manure_Application,,Low,uuid:97353fa9-ebc4-43a4-8b23-ce8d1f79d791/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:97353fa9-ebc4-43a4-8b23-ce8d1f79d791/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Manure_Application,,High,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Early_Planting,,Medium,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Intercropping_With_Other_Crops,,Medium,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,Roket,High,uuid:c1c7151a-133e-4c95-afb6-ef800a314c44/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c1c7151a-133e-4c95-afb6-ef800a314c44/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:c1c7151a-133e-4c95-afb6-ef800a314c44/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c1c7151a-133e-4c95-afb6-ef800a314c44/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Push_pull_Technology,,High,uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Push_pull_Technology,,High,uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Roket,Medium,uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Manure_Application,,Medium,uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,High,uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,Dudu and Roket,High,uuid:07c584f5-10c8-436a-8230-9ae9614b48bf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:07c584f5-10c8-436a-8230-9ae9614b48bf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Early_Planting,,Medium,uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:4d85ed3e-f728-40c6-ae4e-1c6269b586ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,Roket,High,uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,Medium,uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ac7d1a54-b90d-4a04-9286-b09110c2c79b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Intercropping_With_Legumes,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Early_Planting,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Manure_Application,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Improved_Varieties,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Intercropping_With_Legumes,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Intercropping_With_Legumes,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Manure_Application,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Intercropping_With_Legumes,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[4]
Pesticides_Application,Roket,High,uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Medium,uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Intercropping_With_Legumes,,Medium,uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:daae7233-f0fd-4be9-8a37-4111f98b9ab7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Ash_pepper,,Medium,uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Medium,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Push_pull_Technology,,Medium,uuid:e25e3ec5-33cd-4725-954c-defc0b9c0422/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e25e3ec5-33cd-4725-954c-defc0b9c0422/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Push_pull_Technology,,High,uuid:11c110f1-0254-4c04-9ab0-3280229e1356/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:11c110f1-0254-4c04-9ab0-3280229e1356/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
